phase,cycle,capacity_Ah,capacity_retention,resistance_Ohm,expansion_um,expansion_SEI_um,expansion_plating_um,expansion_LAMn_um,nLi_mol,Cp_Ah,Cn_Ah,delta_SEI_m,delta_pl_m,eps_n,eps_p
first_life,10.0,4.818406436640043,0.992658245356173,0.00911286015500025,5.383223076302266,3.955226297533151,0.14301718553102238,1.284979593238092,0.18713489570171177,5.651044090626742,5.509333813556701,7.262492972095906e-09,3.605066642776868e-09,0.5626227901944761,0.433893763684624
first_life,11.0,4.814754687314395,0.9919059345816993,0.009140308145845637,5.665091333468024,4.077750972572871,0.1737421479551693,1.4135982129399831,0.18698595685007774,5.64965231577123,5.506290528369425,7.487469882251282e-09,3.973486821852256e-09,0.5623120045965496,0.4337869015861206
first_life,12.0,4.811090708258094,0.9911511043138761,0.009167838258378538,5.949981966862511,4.2001489506045315,0.20759527461796862,1.542237741640011,0.18683697748937236,5.648260772588045,5.503246748447836,7.712214154357304e-09,4.34338088464222e-09,0.5620011684754912,0.4336800572756889
first_life,13.0,4.807412761439402,0.9903933964941718,0.009195447710021511,6.2379274078394955,4.322417911100375,0.24461152632716462,1.6708979704119555,0.18668786913558624,5.646869463886259,5.500202478735405,7.936721527515792e-09,4.71473885542862e-09,0.5616902823361365,0.4335732309690129
first_life,14.0,4.80372100485477,0.9896328436720362,0.009223136805850202,6.5289650252482465,4.444558745925416,0.28482761705731235,1.7995786622655172,0.18653862383991238,5.645478392775025,5.497157724839631,8.160993639348187e-09,5.0875680591796354e-09,0.5613793467511333,0.43346642290481685
first_life,15.0,4.800015736566154,0.988869507252347,0.009250906173561476,6.823131923380686,4.566570953202706,0.32828138989613653,1.9282795802818433,0.186389240051527,5.644087562359668,5.494112492366324,8.385029568319909e-09,5.461882028880319e-09,0.5610683622929569,0.4333596333215313
first_life,16.0,4.796297252103192,0.9881034481182898,0.009278756224088767,7.120463428609032,4.688451845063396,0.37501109376733516,2.0570004897783014,0.1862397166411176,5.64269697568948,5.491066786868386,8.608824379029757e-09,5.837692859274278e-09,0.5607573295286788,0.4332528624532845
first_life,17.0,4.792565858275313,0.9873347294768424,0.009306687228159803,7.420996126948039,4.810200340768817,0.42505456788302726,2.1857412182961955,0.18609005347132448,5.6413066351462495,5.488020612426413,8.832376087050947e-09,6.2150056486445255e-09,0.5604462488750172,0.4331461104829528
first_life,18.0,4.7888218436675585,0.9865634107805075,0.00933469963918185,7.724769184465938,4.931817623060483,0.4784500228417001,2.3145015385637553,0.1859402501833182,5.639916543786113,5.484973974417954,9.055686864105476e-09,6.593825863450287e-09,0.5601351208811364,0.43303937764519007
first_life,19.0,4.785065468153368,0.985789545566801,0.009362793968231671,8.031821300888176,5.053303336914257,0.5352366915312289,2.4432812724426904,0.18579030578732453,5.638526704076359,5.481926877057996,9.278756058306414e-09,6.9741634675893564e-09,0.5598239459774782,0.43293266412943743
first_life,20.0,4.781296978274287,0.9850131846266849,0.009390970740040814,8.342191864897885,5.1746573555457225,0.5954542713816303,2.572080237970531,0.1856402193019264,5.637137118515634,5.4788793246520076,9.501583436855222e-09,7.356028298734744e-09,0.5595127246037248,0.4328259701275441
first_life,21.0,4.77751410204784,0.9842338599004041,0.009419227834612229,8.655919968386737,5.295878555179591,0.6591432563861936,2.7008981568209527,0.18548988863399168,5.635747790640326,5.475831323785555,9.724166936302292e-09,7.739432029239348e-09,0.5592014574324057,0.43271929591103797
first_life,22.0,4.773714577936135,0.9834511054799315,0.009447563142141178,8.973044681601186,5.4169653809765625,0.7263446154392295,2.8297346851853935,0.18533921391873684,5.6343587246892906,5.4727828825936005,9.946503701688478e-09,8.124385913981426e-09,0.5588901452942773,0.4326126418053833
first_life,23.0,4.76990363833462,0.9826659993109641,0.00947598254552446,9.293607629949781,5.537918488627658,0.7970994846274821,2.9585896566946412,0.18518839761879685,5.6329699229827,5.469734005012656,1.0168594936978126e-08,8.510899221221691e-09,0.5585787885913432,0.4325060079887256
first_life,24.0,4.766081394176325,0.9818785642472376,0.009504486422264478,9.617650478159849,5.658738796643923,0.8714489487883319,3.087462732727595,0.18503743539193787,5.631581389694772,5.466684699054943,1.0390442328719494e-08,8.898978530776733e-09,0.5582673881418254,0.4323993947815663
first_life,25.0,4.762248026708105,0.9810888376281061,0.00953307532438373,9.945215775853809,5.779426920943131,0.9494349111880093,3.2163539437226687,0.18488632627725837,5.630193125021582,5.4636349640002475,1.0612047007846221e-08,9.288632536483342e-09,0.5579559438721744,0.43229280219896016
first_life,26.0,4.758403704090963,0.980296854097058,0.00956174979917222,10.276346011400328,5.899982906220523,1.0310999822183482,3.3452631229614567,0.184735069299706,5.628805131282112,5.4605848037933455,1.083340905642666e-08,9.679871085863065e-09,0.5576444561852376,0.4321862304189615
first_life,27.0,4.754548615427287,0.9795026526117956,0.009590510314304624,10.61108613073412,6.020410978389743,1.1164849425654333,3.474190209778944,0.18458366479827296,5.627417409652446,5.45753421986965,1.105453623398348e-08,1.0072693498152663e-08,0.557332925227602,0.4320796795318712
first_life,28.0,4.750682853139147,0.9787062522125416,0.009619357606655115,10.949477745429867,6.140706011771985,1.205636616200673,3.6031351174572097,0.1844321097162493,5.6260299615878395,5.454483214281024,1.12754191288665e-08,1.0467124708977114e-08,0.5570213512088071,0.4319731496494257
first_life,29.0,4.746806537042248,0.9779076775829848,0.009648292248571267,11.29156412386452,6.260866061433511,1.2986003078496107,3.7320977545813983,0.18428040249567787,5.624642788592968,5.451431789190458,1.1496054169834396e-08,1.0863178970499689e-08,0.5567097343497418,0.4318666408871556
first_life,30.0,4.742919796300991,0.9771069553327753,0.009677314820931003,11.637390699773126,6.380892132197648,1.3954206027286744,3.8610779648468037,0.18412854228825395,5.623255892869014,5.44837994829633,1.1716443201919993e-08,1.1260864928958714e-08,0.5563980750280905,0.43176015341407026
first_life,31.0,4.739022351641276,0.976304027927593,0.009706425521418822,11.987004315530193,6.500786335107639,1.4961421063955567,3.990075874026997,0.18397651246780083,5.621869273583666,5.4453276886226725,1.193659010137096e-08,1.166018944769963e-08,0.5560863729399421,0.43165368716626396
first_life,32.0,4.735113236263625,0.9754986961933981,0.009735623895423515,12.340451878052349,6.620549327782788,1.6008106987623045,4.119091851507256,0.18382426979074137,5.620482927289615,5.442275001429342,1.2156496075692309e-08,1.206116261593192e-08,0.5557746271927384,0.4315472418790481
first_life,33.0,4.731192118541019,0.9746908918104472,0.009764910084772253,12.697780012420974,6.740181379120447,1.7094726813699217,4.248125951930606,0.18367179631116115,5.6190968539296,5.439221885423417,1.2376161618626994e-08,1.246379411003086e-08,0.5554628376544435,0.43144081754802627
first_life,34.0,4.7272602284492375,0.9738808681707306,0.0097942857463363,13.059035755677328,6.859684313833237,1.8221738056095942,4.3771776362344985,0.1835191351269338,5.617711059817864,5.436168353359822,1.259559008066917e-08,1.2868089814102202e-08,0.5551510056276128,0.43133441465801337
first_life,35.0,4.723318486496986,0.9730688149117495,0.009823752267089248,13.424266459504778,6.979058757784637,1.938961201908033,4.506246499812108,0.18336631677220988,5.616325549816479,5.433114414812084,1.2814782611014555e-08,1.3274058991334879e-08,0.5548391320899116,0.4312280335823249
first_life,36.0,4.719367006676976,0.9722547555175765,0.00985331025945129,13.79352003609499,7.098304218010101,2.0598833797493628,4.635332438335524,0.18321333995662858,5.614940325561942,5.43006007224874,1.3033738304493308e-08,1.3681713773502552e-08,0.5545272172934312,0.4311216744466131
first_life,37.0,4.715407035255478,0.9714389467362678,0.009882948206647769,14.166734473769836,7.217387735008481,2.184911411436598,4.7644353273247555,0.18306024698727666,5.613555388906288,5.4270053286151505,1.3252396641649034e-08,1.4090814586808985e-08,0.5542152615389568,0.4310153373930794
first_life,38.0,4.711438151075655,0.9706213018037012,0.009912675396276995,14.54403128790296,7.3363325842767795,2.3141436232926624,4.893555080333518,0.1829070149145882,5.612170741292459,5.423950185956746,1.347080036039878e-08,1.4501547131419103e-08,0.5539032650353716,0.43090902253251445
first_life,39.0,4.7074630325719395,0.9698023725143462,0.009942495731292666,14.92546606859986,7.455143458104709,2.4476309846031983,5.022691625891952,0.18275374027150637,5.610786384001132,5.420894645964597,1.3688958076613924e-08,1.4913931876071938e-08,0.5535912279553705,0.43080272996325025
first_life,40.0,4.703478985955127,0.9689816039104382,0.00997240927749857,15.311107758497839,7.573825446753893,2.5854373940703095,5.151844917673637,0.18260031127020895,5.609402318043065,5.417838709734849,1.3906879136912456e-08,1.5328024883573318e-08,0.5532791504108938,0.4306964597628939
first_life,41.0,4.699486017517019,0.9681589972881752,0.01000241681930504,15.701009189790451,7.692377744829042,2.727616619477477,5.281014825483932,0.1824467204174252,5.608018545326697,5.414782380348077,1.41245620624466e-08,1.5743846536534256e-08,0.5529670327165352,0.4305902120779776
first_life,42.0,4.695484305422467,0.9673345893519762,0.010032519004979576,16.09522195261044,7.810800380905809,2.8742203086139253,5.410201263090708,0.18229296645535165,5.606635067288128,5.411725659844646,1.4342006905686285e-08,1.616140860924589e-08,0.5526548750806605,0.4304839870187668
first_life,43.0,4.69147444280817,0.9665085022961896,0.010062712171869492,16.4937544991133,7.929082724825563,3.0252676162603507,5.539404158027389,0.18213906370759642,5.6052518852152025,5.408668549939211,1.4559194147785689e-08,1.6580632102096153e-08,0.552342677678373,0.43037778468414367
first_life,44.0,4.687456584861079,0.9656807680914695,0.010092997383184041,16.896661551301015,8.047225890964164,3.1808121980579727,5.668623462278877,0.18198500937110873,5.603869000133811,5.405611051767872,1.477612583493539e-08,1.7001537508840376e-08,0.5520304406256933,0.43027160515287727
first_life,45.0,4.683430733933785,0.9648513872224826,0.010123377301062391,17.304015329295723,8.165233911804465,3.3409222857822285,5.797859131709027,0.1818307946634673,5.6024864130277345,5.402553166374948,1.4992809371485036e-08,1.7424180869971148e-08,0.5517181640292691,0.43016544850050353
first_life,46.0,4.679397120555653,0.9640204071814602,0.010153852238347695,17.715865279638393,8.28310595570484,3.505648218648807,5.927111105284745,0.18167641953771946,5.601104125060474,5.399494895204561,1.5209243230393933e-08,1.7848566872227655e-08,0.5514058480365768,0.4300593148163574
first_life,47.0,4.675355933848176,0.9631878669300409,0.010184422429021964,18.13226093883278,8.4008416002753,3.6750400316408687,6.056379306916613,0.1815218824446023,5.599722137556044,5.396436240057087,1.542542663607958e-08,1.8274698512942337e-08,0.5510934928314738,0.42995320420209815
first_life,48.0,4.671302082823965,0.96235271765454,0.010215083401490119,18.55325639180108,8.518440937697342,3.849152620360343,6.185662833743398,0.18136698063855214,5.598340460672289,5.393377222295407,1.564135975780346e-08,1.8702589836634695e-08,0.5507811005955748,0.4298471174376571
first_life,49.0,4.667238215330826,0.96151550484816,0.010245841075740999,18.978935802679015,8.635910524949454,4.028063001336568,6.314962276392993,0.1812118073304568,5.596959088600395,5.390317827944491,1.5857054635334375e-08,1.9132305682986872e-08,0.5504686699017254,0.42974105407702656
first_life,50.0,4.663166918140174,0.9606767614215231,0.010276700635005654,19.40937864746325,8.75325544940991,4.211845540320462,6.444277657732876,0.1810564533191051,5.595578021603231,5.3872580564632635,1.607252060999598e-08,1.9563898539961143e-08,0.55015620069467,0.42963501414039007
first_life,51.0,4.659088273447209,0.9598365043079757,0.010307663656255244,19.84465414973453,8.870478112270733,4.400567128277081,6.573608909186715,0.18090091419362503,5.594197260920146,5.384197909474331,1.6287762090800265e-08,1.9997398861676994e-08,0.5498436931401119,0.4295289977229063
first_life,52.0,4.655002564331991,0.9589947918259178,0.010338729450629388,20.28480603197131,8.987575273908098,4.594274743960017,6.702956014103197,0.18074519363265834,5.592816807235582,5.381137387371685,1.6502773129226595e-08,2.043278971005357e-08,0.5495311472782864,0.42942300487712737
first_life,53.0,4.650909957038036,0.9581516582238088,0.010369898439171693,20.729890978698563,9.104546335844862,4.793025722430922,6.832318920422779,0.18058929132950177,5.591436661611782,5.378076491387123,1.6717552626365404e-08,2.0870077590650608e-08,0.5492185632349867,0.42931703568461355
first_life,54.0,4.646810538225257,0.9573071213547871,0.01040117173694199,21.17997486695881,9.22139271838949,4.996884178786135,6.9616979697831844,0.18043320442884012,5.590056820913126,5.375015213437049,1.6932103190153486e-08,2.1309282426319477e-08,0.5489059401847018,0.4292110899046083
first_life,55.0,4.642704531449734,0.9564612272744918,0.010432549015456373,21.635105055783928,9.338109616891302,5.205904721496459,7.091090717396167,0.18027693575391074,5.588677311707338,5.371953611368356,1.7146415998404915e-08,2.1750402167901814e-08,0.5485932840348577,0.42910516957701267
first_life,56.0,4.638592433691874,0.9556140783677471,0.010464026719662201,22.095290487201442,9.45468873161011,5.420102953934298,7.220498801657034,0.18012049892624102,5.587298117022234,5.3688916464144665,1.7360475811333083e-08,2.219335457741641e-08,0.5482805908265435,0.4289992733986824
first_life,57.0,4.634474379819944,0.9547657024192786,0.010495605092169314,22.560585335895333,9.57112987587727,5.639532860734613,7.349922599283448,0.17996389426083625,5.585919233347229,5.365829309661744,1.7574282286181433e-08,2.2638140429600783e-08,0.5479678596494831,0.42889340110007057
first_life,58.0,4.630350109675561,0.9539160458328672,0.010527288465537481,23.031096955342296,9.687441455180698,5.864293695531248,7.479361804630352,0.1798071075335603,5.584540664444299,5.362766608342152,1.778785085690806e-08,2.3084849103857108e-08,0.5476550912422175,0.42878755297002624
first_life,59.0,4.626219533136215,0.953065090042032,0.010559079250829485,23.50691094220172,9.803627207494905,6.09446749925255,7.608816235454265,0.1796501313712291,5.583162412755615,5.35970354676781,1.8001188387093343e-08,2.3533529503177136e-08,0.5473422860451076,0.4286817291960621
first_life,60.0,4.622082719977767,0.9522128494215635,0.010590978043387907,23.98809080528702,9.919687038030169,6.330117604076102,7.73828616318075,0.17949296481880167,5.581784475894582,5.3566401185164345,1.8214294702686636e-08,2.398419095005867e-08,0.5470294434022986,0.4285759295949327
first_life,61.0,4.617939753325319,0.9513593410963804,0.010622985217827364,24.474697561323694,10.035620047780249,6.5713059011539645,7.867771612389481,0.17933560775752666,5.580406854104178,5.353576323006436,1.8427168152953945e-08,2.4436838919626398e-08,0.5467165632543979,0.42847015418529394
first_life,62.0,4.613789693118137,0.9505043714009936,0.010655111861258747,24.96694079515401,10.151448790349129,6.818219421141914,7.9972725836629674,0.17917802169117342,5.57902954788289,5.350512160224034,1.8639850150289432e-08,2.4891706442416007e-08,0.5464036455999978,0.42836440300542045
first_life,63.0,4.609632575296351,0.9496479477395663,0.010687353882398441,25.464831974402927,10.267163054205938,7.070879909765989,8.126789010431002,0.17902020533480287,5.577652558442236,5.347447631744365,1.885232194452165e-08,2.5348713011494573e-08,0.5460906905999542,0.4282586761483339
first_life,64.0,4.605471067877108,0.948790619760463,0.010719707308908113,25.968348234851444,10.382748052957295,7.329279332508523,8.256320849385627,0.17886225708164957,5.576275886746871,5.344382738592153,1.906455638522483e-08,2.580773084616808e-08,0.5457776983589137,0.42815297368810173
first_life,65.0,4.601305607419774,0.9479324774009402,0.010752173297660476,26.477558322071303,10.498203635798902,7.593486650715218,8.385868035557182,0.17870419115440278,5.574899533991045,5.341317482304665,1.9276553195495678e-08,2.626877379433114e-08,0.5454646690338646,0.42804729571641975
first_life,66.0,4.597130278966197,0.9470723020979611,0.010784751449188832,26.992592445277594,10.613538651834546,7.863623904420245,8.515429889022803,0.17854578217655467,5.573523507897892,5.338251878969768,1.948832862384926e-08,2.6731944509537933e-08,0.545151604267728,0.42794164282627917
first_life,67.0,4.592947480821026,0.9462105879353926,0.01081744298120043,27.51349860623864,10.728749256248573,8.13974239352529,8.645006956464774,0.17838711897958365,5.572147803160598,5.335185915652241,1.9699875610526013e-08,2.7197219987558336e-08,0.5448385027395367,0.42783601461021664
first_life,68.0,4.588758656142232,0.9453476322236997,0.010850248581296853,28.040329504784303,10.843832399733733,8.421897588164173,8.774599516886399,0.1782282544155962,5.570772417320519,5.332119585750502,1.9911188556460097e-08,2.7664585137097897e-08,0.5445253637751254,0.42773041087945474
first_life,69.0,4.584563802815232,0.9444834345272493,0.010883169042712809,28.5731583544056,10.958787884197335,8.710162789739035,8.904207680469229,0.17806918690837797,5.569397349715544,5.329052886657509,2.012226709791839e-08,2.813405419951647e-08,0.5442121871082586,0.4276248315831556
first_life,70.0,4.580362914962725,0.943617993635236,0.01091620516069611,29.112059248037028,11.073615565983348,9.004612065251312,9.033831616802365,0.17790991487612967,5.56802259905349,5.325985814360563,2.033311097112309e-08,2.8605641235205955e-08,0.5438989723291523,0.42751927662210415
first_life,71.0,4.576155995946834,0.942751310240304,0.010949357622423293,29.657105375579746,11.188314960325691,9.305319179422442,9.163471235831615,0.17775043721020575,5.5666481667976715,5.322918370990464,2.0543719285958192e-08,2.907935845941716e-08,0.5435857196554076,0.4274137461086551
first_life,72.0,4.571943037276384,0.9418833825931535,0.010982627206485206,30.20837217756141,11.30288575649154,9.61235991019467,9.2931265108752,0.1775907524652355,5.565274053739404,5.319850557178538,2.0754091471863424e-08,2.9555219940438386e-08,0.5432724291514965,0.4273082401035668
first_life,73.0,4.567724253067427,0.9410142548046476,0.011016009912594882,30.765862042175797,11.417318281772145,9.925746269999781,9.422797490403871,0.17743086768584176,5.563900259872609,5.316782371777902,2.0964209768039778e-08,3.0033141927561664e-08,0.5429591007002976,0.4272027586063725
first_life,74.0,4.563493013354117,0.9401425610102935,0.011049489875972825,31.329494223804083,11.531590991480156,10.24541929602128,9.552483936302645,0.1772705320806407,5.562526788229994,5.31371382042267,2.1174034614641956e-08,3.051293979904548e-08,0.5426457348771763,0.42709730184992695
first_life,75.0,4.559255287777615,0.9392695310385827,0.0110830894512398,31.899578551861637,11.645735226706222,10.571657437820276,9.682185887335137,0.17710996985456576,5.561153638906997,5.310644902195644,2.1383623559439272e-08,3.099493463287228e-08,0.5423323315884666,0.426991869841558
first_life,76.0,4.555011315314121,0.9383952141219113,0.011116810719867089,32.47621051366367,11.759752594598513,10.904554630200407,9.811903288864752,0.1769491892321126,5.559780812987177,5.307575618389597,2.159297955343918e-08,3.147916109738094e-08,0.5420188909661889,0.4268864626644627
first_life,77.0,4.5507610170820625,0.9375195940095868,0.011150655166481017,33.059482827483976,11.873643570685141,11.24420392910323,9.941635327695607,0.1767881865303907,5.558408319581207,5.304505988245811,2.180210346979516e-08,3.196565004841051e-08,0.5417054149752965,0.4267810810181689
first_life,78.0,4.546504362840503,0.9366426644715588,0.011184623732016945,33.649480563569426,11.987407195756466,11.590692228847796,10.071381138965169,0.17662695996047936,5.557036168326522,5.301436032228066,2.2010993547229148e-08,3.245442139639697e-08,0.5413919057055863,0.4266757256426503
first_life,79.0,4.542241315424275,0.9357644178512895,0.011218717347459517,34.24628959518209,12.101043441328144,11.944105067885173,10.20114108596877,0.17646550751875315,5.555664355867409,5.298365741740319,2.221964973343887e-08,3.294549152866889e-08,0.5410783622792154,0.4265703962802514
first_life,80.0,4.537971838834543,0.9348848467325218,0.011252936909195342,34.8499960006229,12.21455280458151,12.304527160521461,10.33091603551993,0.17630382729123176,5.5542928735391515,5.295295096272627,2.2428072941336937e-08,3.343887427822164e-08,0.5407647826016724,0.4264650922656851
first_life,81.0,4.533695912119707,0.934003946798937,0.011287283178640166,35.46068462118871,12.327934643293956,12.67204393258425,10.460706045310507,0.17614191798080125,5.552921721232994,5.292224094459921,2.2636261991689385e-08,3.3934583155331306e-08,0.5404511665335545,0.4263598135906009
first_life,82.0,4.529413515647336,0.9331217140059834,0.011321756899103265,36.078440894718085,12.441188214162976,13.046741591919998,10.590511088635107,0.17597977838094364,5.551550899732121,5.289152736934089,2.2844215519661733e-08,3.443263145460337e-08,0.5401375141393909,0.42625456031513265
first_life,83.0,4.525124627164388,0.9322381437692268,0.011356358829850137,36.70335150466546,12.554312699486795,13.428707685318207,10.720331119860463,0.1758174072232755,5.550180410019341,5.286081024774873,2.305193202380932e-08,3.493303298578017e-08,0.5398238255294469,0.42614933251474174
first_life,84.0,4.520829067304512,0.9313531991367229,0.011391091379934437,37.33553476362523,12.667310350792208,13.81805819668597,10.850166216147052,0.1756547973602792,5.54881025178107,5.2830089561565545,2.3259415638332397e-08,3.54358367744839e-08,0.5395101005172768,0.42604413016535053
first_life,85.0,4.51652668363282,0.9304668487047804,0.011425956669643115,37.97510613539466,12.780182515136904,14.214907313313114,10.98001630694464,0.17549194269215668,5.54744042626252,5.2799365327484455,2.346666883666643e-08,3.5941086356433124e-08,0.5391963392733536,0.4259389533625681
first_life,86.0,4.512217814859181,0.929579162252308,0.011460951589438936,38.62208374357158,12.892920648490458,14.61928175853804,11.109881336543085,0.17532885562402287,5.546070934551473,5.27686375586872,2.3673675930464842e-08,3.6448713334674386e-08,0.5388825419322918,0.42583380218991546
first_life,87.0,4.5079024207392004,0.9286901314884052,0.011496077168662567,39.2765617861718,13.005525956997472,15.031274549396972,11.239761279777358,0.1751655343259234,5.544701777412997,5.273790626112816,2.388043913442183e-08,3.6958734103473024e-08,0.5385687085548984,0.42572867670613546
first_life,88.0,4.503581177742739,0.927799895775202,0.011531334907194405,39.93863230102543,13.117998555858735,15.45097761377364,11.369656131393054,0.17500200394457227,5.543332955402302,5.27071714360506,2.4086958660066348e-08,3.747116238715275e-08,0.5382548391538697,0.42562357695385783
first_life,89.0,4.499255738724454,0.9269087956235759,0.011566725860808163,40.60836391495338,13.230335859101142,15.878462144694794,11.499565911157445,0.17483832634956553,5.541964468811031,5.267643307877731,2.429322975909576e-08,3.798598591150178e-08,0.5379409336814416,0.4255185029554753
first_life,90.0,4.494923675361293,0.9260163307654545,0.011602251058254893,41.285894744501284,13.342541618361471,16.313862507677285,11.629490618462524,0.17467440995650477,5.540596318145193,5.264569118945217,2.4499259320176773e-08,3.850326715878295e-08,0.537626992139083,0.42541345474983966
first_life,91.0,4.490584858892059,0.9251224746742537,0.011637911534130865,41.97132608770742,13.454615879653433,16.757279917240147,11.759430290813839,0.1745102496901193,5.539228503509601,5.261494575920087,2.470504742779867e-08,3.9023026241962975e-08,0.5373130144361682,0.42530843234499865
first_life,92.0,4.486239243884319,0.9242272179902649,0.011673708326297145,42.66475923561496,13.566558342624464,17.208815986960964,11.889384906029528,0.17434584362576908,5.537861025637703,5.258419679327193,2.4910593530461182e-08,3.954528221184998e-08,0.5369990006262958,0.4252034357972674
first_life,93.0,4.481886784150919,0.9233305511982968,0.01170964251057626,43.36629667481832,13.678369992259672,17.668572226744804,12.019354455813847,0.17418118982541658,5.536493885116002,5.255344429362823,2.5115899436770662e-08,4.007005254409311e-08,0.5366849507295112,0.4250984651516781
first_life,94.0,4.477526825259264,0.9224323394762003,0.01174571473469797,44.076044524669456,13.790052239088647,18.136653196502298,12.149339089078511,0.17401626350474653,5.535127080879178,5.252268822503529,2.5320967736708188e-08,4.059735675933693e-08,0.5363708643859938,0.42499352032643434
first_life,95.0,4.473156984827266,0.9215320920203759,0.011781924154767155,44.79411280972942,13.901605759911067,18.613167721882576,12.279339327935782,0.17385097496622437,5.533760607942339,5.249192846395453,2.5525799672997315e-08,4.1127217623896075e-08,0.5360567403341459,0.4248886009387902
first_life,96.0,4.468778646618526,0.9206300939052284,0.011818272282991843,45.52059137538288,14.013028291895587,19.09820839120503,12.409354692282264,0.17368537607664752,5.532394471850897,5.24611651239847,2.5730391090680646e-08,4.1659638568377664e-08,0.5357425797340577,0.4247837074145291
first_life,97.0,4.464392852691174,0.9197265598091185,0.011854760357213223,46.255571557405666,14.124317696241787,19.591869114288727,12.53938474687515,0.17351950585265408,5.531028677678892,5.243039830810995,2.5934738062543447e-08,4.2194623807712014e-08,0.5354283836374215,0.4246788401432415
first_life,98.0,4.459996039510201,0.918820755594639,0.011891386349813616,46.999164837410596,14.235474004806742,20.09426109246912,12.669429740134733,0.17335323028308358,5.529663223314829,5.239962795755078,2.6138840647080922e-08,4.273219527058237e-08,0.5351141514439708,0.4245739989628045
first_life,99.0,4.455588346409586,0.9179127099665132,0.011928152850566675,47.75150824472715,14.346499125956614,20.605519488161192,12.79948963060934,0.1731865545095437,5.528298109692452,5.23688540821152,2.6342702348389883e-08,4.327239849450887e-08,0.5347998832538666,0.42446918394491195
first_life,100.0,4.451173304721828,0.9170031504279865,0.011965064837431925,48.51272570718257,14.457394060807907,21.12576703109742,12.929564615277243,0.17301961107654848,5.526933335243084,5.233807663519557,2.6546325004696767e-08,4.381526340964325e-08,0.5344855785911437,0.4243643949691191
